match_id,patch
2135992815,6.86
550753117,6.80
549637335,6.80
2716954240,6.88
1832297123,6.85
2435516850,6.88
543311402,6.80
1966569981,6.85
2716163884,6.88
1170045275,6.83
1979983830,6.85
1340186984,6.83
3047222869,7.02
1582364381,6.84
898975183,6.81
2435626756,6.88
900839165,6.81
904181541,6.81
539705217,6.80
839991910,6.81
2435930634,6.88
547212421,6.80
968927214,6.82
2823591515,6.88
3008847933,7.02
2717073382,6.88
1337172626,6.83
1344810556,6.83
1349789700,6.83
2428901332,6.87
2716754010,6.88
456000360,6.79
879032134,6.81
2696098958,6.88
876502163,6.81
2125638814,6.86
2165294421,6.86
2440605839,6.88
1309757259,6.83
447003526,6.79
1324403664,6.83
1960035496,6.85
1961829627,6.85
1311969347,6.83
630949124,6.80
45944832,6.75
3376395528,7.06
1961478777,6.85
2128561891,6.86
2697379124,6.88
879899556,6.81
3309392714,7.06
1822618117,6.85
2129890942,6.86
877432371,6.81
4646124181,7.21
3430656179,7.06
1000025803,6.82
36255449,6.74
4159221153,7.19
446929641,6.79
2696157417,6.88
485011406,6.79
172031422,6.77
1307577117,6.83
2698784426,6.88
460987719,6.79
465817418,6.79
3458158644,7.06
4319687484,7.20
879031048,6.81
1314691931,6.83
461589027,6.79
3458121211,7.06
2988308823,7.02
438943006,6.79
2739919221,6.88
3400091028,7.06
1964812517,6.85
1930119091,6.85
2132502982,6.86
3805108868,7.12
3426706298,7.06
875723076,6.81
1312395883,6.83
464771519,6.79
1336079820,6.83
1377413014,6.83
1160722499,6.83
2300100022,6.86
2713885592,6.88
3005719581,7.02
3004233472,7.02
530712229,6.80
3003156620,7.02
3010066730,7.02
896832978,6.81
1979480692,6.85
1969140935,6.85
896695981,6.81
1331626232,6.83
109716780,6.77
3000119731,7.02
2300302449,6.86
894941499,6.81
1385942777,6.83
2434935621,6.88
2441269873,6.88
2712226979,6.88
530040439,6.80
1336918518,6.83
539062438,6.80
1332230428,6.83
626889878,6.80
898081782,6.81
898519451,6.81
2714758845,6.88
897222794,6.81
2478667034,6.88
2960179704,7.01
537642399,6.80
897864061,6.81
1335880247,6.83
1160976619,6.83
1358492187,6.83
2436184090,6.88
3004301483,7.02
2712419419,6.88
891604751,6.81
507079082,6.80
1535766941,6.84
2742014780,6.88
537536521,6.80
541214266,6.80
898423261,6.81
986957422,6.82
3459000776,7.06
2133286829,6.86
2711597842,6.88
2716214852,6.88
1843240537,6.85
2974919250,7.01
2433901219,6.88
531417847,6.80
1822934836,6.85
1986206190,6.85
2713644866,6.88
3004843441,7.02
535827740,6.80
896803140,6.81
2712559726,6.88
2304754761,6.86
145231604,6.77
1830263597,6.85
1331113943,6.83
3005002337,7.02
3034505944,7.02
644677490,6.81
4694703204,7.21
2715126876,6.88
1274251941,6.83
1162284668,6.83
1162008327,6.83
529552458,6.80
897201088,6.81
37278080,6.74
2775663298,6.88
1323191672,6.83
1843226714,6.85
3005294332,7.02
1348467362,6.83
540327983,6.80
220395745,6.78
632450867,6.80
1338386261,6.83
1339137801,6.83
2435872458,6.88
3004900234,7.02
2430853227,6.88
2137967083,6.86
897798521,6.81
1965013949,6.85
540138737,6.80
2715344966,6.88
1828494136,6.85
898760850,6.81
1963151513,6.85
2740681929,6.88
987067752,6.82
1825615106,6.85
2436174936,6.88
3003312157,7.02
897652272,6.81
2300576032,6.86
1822326913,6.85
897333496,6.81
677826914,6.81
508528011,6.80
536214334,6.80
2710045006,6.88
1329263900,6.83
3003231878,7.02
4694863134,7.21
709779042,6.81
1840786174,6.85
48050330,6.75
2436034440,6.88
1315157115,6.83
2714593222,6.88
560517730,6.80
2142501236,6.86
898960424,6.81
3254314244,7.06
2708009312,6.88
710216926,6.81
1964418841,6.85
982308258,6.82
375723716,6.78
644856416,6.81
2657039842,6.88
45993608,6.75
630853066,6.80
540122965,6.80
537027265,6.80
2711930641,6.88
2714052908,6.88
896810638,6.81
3001656145,7.02
1326857744,6.83
3009594628,7.02
562748802,6.80
898721733,6.81
2789133159,6.88
2715292774,6.88
3131948396,7.05
3431007416,7.06
1163816689,6.83
1977147736,6.85
543045310,6.80
2298891159,6.86
1338590514,6.83
3002405401,7.02
540799817,6.80
2133174145,6.86
896934367,6.81
1848590177,6.85
1337123388,6.83
644904196,6.81
2711770146,6.88
3005408385,7.02
3037103685,7.02
2440508612,6.88
1331893612,6.83
2715290389,6.88
1357624942,6.83
1375382545,6.83
971241327,6.82
1327798019,6.83
2712739902,6.88
2299914029,6.86
644928319,6.81
3001845878,7.02
3008981310,7.02
2704749420,6.88
2714065568,6.88
1828272243,6.85
540041593,6.80
632169219,6.80
3137420384,7.05
194115133,6.77
2714837376,6.88
1323805608,6.83
3003614512,7.02
1023483022,6.82
2679837580,6.88
1825952467,6.85
1331771931,6.83
767386648,6.81
645117561,6.81
1010945995,6.82
2739287708,6.88
645164065,6.81
2104713467,6.86
3046496478,7.02
2135936884,6.86
2977741688,7.01
2714439095,6.88
531058104,6.80
538680953,6.80
2435204078,6.88
2137861278,6.86
2715420862,6.88
1012026724,6.82
3431023988,7.06
626603450,6.80
3007293183,7.02
1339701953,6.83
2940911046,7.01
538615658,6.80
897395273,6.81
1964572614,6.85
301716548,6.78
2712985060,6.88
897241891,6.81
2714379865,6.88
3244670022,7.06
3179103132,7.05
1287297987,6.83
539989546,6.80
3310658442,7.06
2433202920,6.88
543311141,6.80
711652560,6.81
981709321,6.82
2715182460,6.88
3005342375,7.02
540962568,6.80
623677778,6.80
535997960,6.80
3006738150,7.02
3004110211,7.02
898683072,6.81
4127318367,7.19
898832720,6.81
1848539397,6.85
1849210793,6.85
897154147,6.81
1391354631,6.83
2140109609,6.86
2165056440,6.86
1337523579,6.83
897569201,6.81
1335729519,6.83
3059968931,7.03
627976624,6.80
540862981,6.80
2707859015,6.88
1966442149,6.85
1850933215,6.85
2711290321,6.88
543219791,6.80
2438343297,6.88
898688502,6.81
950618401,6.82
2712697587,6.88
3003180529,7.02
1331310828,6.83
3355017202,7.06
2433966081,6.88
2437184139,6.88
541387756,6.80
3459104891,7.06
897339700,6.81
529949788,6.80
1390782247,6.83
645536364,6.81
3003042510,7.02
1337148018,6.83
1164416650,6.83
1024063352,6.82
2715301084,6.88
896777113,6.81
2435526579,6.88
3004669497,7.02
3247428447,7.06
1164772363,6.83
541141798,6.80
563051212,6.80
1164462550,6.83
1338654274,6.83
2502714148,6.88
542697464,6.80
3355168370,7.06
2133449023,6.86
2715176538,6.88
898833368,6.81
546058019,6.80
2300310852,6.86
3168979910,7.05
2306091117,6.86
52151154,6.76
712581551,6.81
2713795862,6.88
2718613332,6.88
972743466,6.82
1335986358,6.83
1825256978,6.85
3248562205,7.06
1023672720,6.82
2297444670,6.86
1326992218,6.83
2715483341,6.88
526223480,6.80
892980573,6.81
539654670,6.80
3404895016,7.06
630254953,6.80
983700002,6.82
646231314,6.81
2137885726,6.86
2713893418,6.88
540970809,6.80
3459054455,7.06
3001614091,7.02
2144798049,6.86
539982325,6.80
577345180,6.80
3248682875,7.06
1828429448,6.85
625981927,6.80
3462285992,7.06
1340527827,6.83
2737515540,6.88
899653466,6.81
539932915,6.80
767201207,6.81
528042591,6.80
1965473790,6.85
894301276,6.81
677933531,6.81
3004607079,7.02
1336690391,6.83
3006969246,7.02
2300035372,6.86
2713766674,6.88
540340753,6.80
529985443,6.80
2716885639,6.88
3003993031,7.02
2133716745,6.86
539904592,6.80
899845225,6.81
1340190236,6.83
2430271395,6.87
543047021,6.80
937117940,6.82
54217526,6.76
977452488,6.82
4694875162,7.21
900353302,6.81
3431075480,7.06
1023971503,6.82
1164852819,6.83
2716259547,6.88
529392904,6.80
2156928298,6.86
900445324,6.81
3001504153,7.02
543067606,6.80
3037352653,7.02
406728082,6.79
899629032,6.81
3795591566,7.11
543104852,6.80
614301494,6.80
899288243,6.81
635409261,6.81
935601133,6.82
3008326092,7.02
562717861,6.80
1977767678,6.85
978790888,6.82
543327116,6.80
589171859,6.80
1338739628,6.83
3471053267,7.06
1394088118,6.83
1827011042,6.85
2304821493,6.86
899215731,6.81
646133336,6.81
2715353113,6.88
540734779,6.80
2741403542,6.88
267852851,6.78
981121086,6.82
899085875,6.81
985755562,6.82
1840777174,6.85
987433707,6.82
646239220,6.81
1337508696,6.83
646230786,6.81
646355718,6.81
3248690791,7.06
1327486350,6.83
2434917095,6.88
2750751794,6.88
2435991956,6.88
3006807982,7.02
3003738125,7.02
3248625914,7.06
1277201808,6.83
4159356404,7.19
2136003285,6.86
2435347523,6.88
1332690690,6.83
2715615712,6.88
1333943180,6.83
526493458,6.80
2715581201,6.88
558600968,6.80
2430618706,6.87
3006479180,7.02
3366863189,7.06
1341208670,6.83
541280517,6.80
3032935500,7.02
1267770442,6.83
633663406,6.81
269739993,6.78
2300210053,6.86
2716254823,6.88
897217136,6.81
1340356295,6.83
1024470403,6.82
2433978917,6.88
2714880439,6.88
2716715369,6.88
3310685683,7.06
2667687125,6.88
2140811598,6.86
1340020961,6.83
1024554803,6.82
540308803,6.80
2304472559,6.86
537482602,6.80
1964897502,6.85
2140132937,6.86
901375802,6.81
1386130230,6.83
1024627347,6.82
2715080172,6.88
897476722,6.81
906621787,6.81
646511590,6.81
1333789009,6.83
529750504,6.80
3006919763,7.02
2435014261,6.88
628056159,6.80
543259012,6.80
1328006586,6.83
1964469276,6.85
1389020135,6.83
3005831207,7.02
2716173396,6.88
3009700533,7.02
1393775011,6.83
3310781799,7.06
899357285,6.81
543064501,6.80
556081674,6.80
646616598,6.81
646552179,6.81
1828098309,6.85
543179209,6.80
2715663224,6.88
898889859,6.81
904638208,6.81
270942504,6.78
547476871,6.80
624177654,6.80
646428862,6.81
647824603,6.81
1337012811,6.83
3310835753,7.06
2715135228,6.88
1829202355,6.85
1347888400,6.83
2138277989,6.86
2714235087,6.88
900611198,6.81
2718126036,6.88
2714761176,6.88
541486045,6.80
3001938989,7.02
2272365179,6.86
1825499811,6.85
3009785900,7.02
1340086851,6.83
1167353551,6.83
900800692,6.81
3080441011,7.04
1024810782,6.82
1841061365,6.85
3310885920,7.06
2714900949,6.88
547216683,6.80
899182306,6.81
968912266,6.82
2714605975,6.88
3431094682,7.06
532901939,6.80
632482546,6.80
977664969,6.82
2135913605,6.86
2715383801,6.88
1978567344,6.85
1998262128,6.85
3310990792,7.06
1992093748,6.85
3010640333,7.02
1828346315,6.85
1851729993,6.85
2715610842,6.88
269981681,6.78
2746248264,6.88
1829065167,6.85
1340936766,6.83
533003393,6.80
617404777,6.80
898840839,6.81
906765117,6.81
3005754800,7.02
1374855405,6.83
1410893764,6.83
1169580233,6.83
3006373987,7.02
3008300918,7.02
2715707364,6.88
2634540289,6.88
2421674092,6.87
899970660,6.81
1167370663,6.83
3248659909,7.06
1341455299,6.83
2141936496,6.86
4382014969,7.21
1340058219,6.83
901750953,6.81
2714563527,6.88
1977091866,6.85
1969602540,6.85
2144512801,6.86
3248807346,7.06
900801303,6.81
628255517,6.80
2165488138,6.86
3005942191,7.02
2138530035,6.86
1824463558,6.85
3006067587,7.02
2146970337,6.86
2435551373,6.88
2714701204,6.88
2440310511,6.88
2716578673,6.88
2714694526,6.88
3310645352,7.06
2140909782,6.86
2439819883,6.88
1535840752,6.84
1964581264,6.85
529647693,6.80
646733335,6.81
2431572778,6.88
3311051627,7.06
540249481,6.80
2714912582,6.88
3006260031,7.02
606700270,6.80
1153969868,6.83
2743155000,6.88
978131642,6.82
1988444126,6.85
1825753744,6.85
4250148384,7.20
2138352728,6.86
1341099731,6.83
2435580588,6.88
2714546861,6.88
891447493,6.81
53304993,6.76
1966723662,6.85
1827579771,6.85
2716262215,6.88
2302333305,6.86
50727827,6.75
2133193239,6.86
2142768039,6.86
1337164378,6.83
2715543355,6.88
50731225,6.75
2304812474,6.86
2712347649,6.88
900613667,6.81
903944467,6.81
677897918,6.81
547140352,6.80
3005752358,7.02
899118441,6.81
1277665597,6.83
3406029834,7.06
1341217583,6.83
3431104013,7.06
1978302612,6.85
1168759130,6.83
901449416,6.81
973306172,6.82
2439190716,6.88
44514327,6.74
2130463088,6.86
1826041434,6.85
1835274526,6.85
1341299286,6.83
3310953373,7.06
528263043,6.80
906191287,6.81
249979285,6.78
561178523,6.80
899548083,6.81
2435809204,6.88
2716244363,6.88
647369877,6.81
2437049254,6.88
2142965632,6.86
3007996626,7.02
1329065695,6.83
3009130734,7.02
3311015174,7.06
1169173222,6.83
2480023563,6.88
901063389,6.81
909109717,6.81
2430984806,6.88
2135863375,6.86
2437946108,6.88
2436016143,6.88
2142589648,6.86
1015567747,6.82
2712845793,6.88
3046758563,7.02
547157794,6.80
3010047404,7.02
1936809351,6.85
898708117,6.81
971779193,6.82
1337162097,6.83
2436991470,6.88
2716673369,6.88
547470405,6.80
2715997946,6.88
2434286660,6.88
1339888539,6.83
630683796,6.80
3010363919,7.02
3009877783,7.02
543118487,6.80
2435432286,6.88
3008772991,7.02
2303767365,6.86
2716807205,6.88
902503585,6.81
548575673,6.80
564081178,6.80
3311156172,7.06
3459052713,7.06
902986152,6.81
1827886723,6.85
550083521,6.80
549803852,6.80
1412372136,6.83
544978340,6.80
2739347066,6.88
2145019121,6.86
2716572821,6.88
1341293551,6.83
3006243523,7.02
2132903760,6.86
1423911149,6.83
1945491346,6.85
2138518565,6.86
541447580,6.80
1955972882,6.85
1977059438,6.85
2435746809,6.88
2437449176,6.88
1325072297,6.83
2717155735,6.88
902735341,6.81
1826298398,6.85
3011825004,7.02
1341598894,6.83
1426542620,6.83
2135739482,6.86
2146818565,6.86
2428159350,6.87
1980933091,6.85
1343072070,6.83
1268445468,6.83
715117989,6.81
1025323427,6.82
3366979746,7.06
548743731,6.80
902149052,6.81
2953903812,7.01
301460840,6.78
300538628,6.78
839828769,6.81
1054175715,6.82
543337450,6.80
630185898,6.80
3249061303,7.06
1971289057,6.85
2142836969,6.86
2304982257,6.86
1829895786,6.85
1965315315,6.85
902847983,6.81
904032958,6.81
3009944231,7.02
3137643518,7.05
3036757284,7.02
902887363,6.81
3311158421,7.06
2716356437,6.88
545982747,6.80
1336299044,6.83
547285041,6.80
3010688520,7.02
3011736952,7.02
3012371149,7.02
3459124539,7.06
2716389710,6.88
2142902264,6.86
4250142685,7.20
1343963992,6.83
3226722839,7.06
2436121463,6.88
902698184,6.81
298520428,6.78
555577578,6.80
3001338560,7.02
3012278648,7.02
3030837216,7.02
2717147367,6.88
541282942,6.80
1828582190,6.85
3284918896,7.06
1962947847,6.85
879202325,6.81
903695478,6.81
1980827363,6.85
3009736872,7.02
2717058055,6.88
2362188443,6.87
3285323281,7.06
1828730106,6.85
3431203100,7.06
715347158,6.81
1025439003,6.82
1172381297,6.83
1338040549,6.83
549821588,6.80
3011632950,7.02
3311214400,7.06
3225048663,7.06
3431178013,7.06
1810532875,6.84
1174794946,6.83
1173260555,6.83
1341524609,6.83
1442267382,6.84
3009870509,7.02
1172496320,6.83
549871145,6.80
563172205,6.80
1831743665,6.85
1339861389,6.83
1445366480,6.84
874295289,6.81
3311268883,7.06
900360449,6.81
1344209484,6.83
973812176,6.82
2717993300,6.88
903163195,6.81
960865005,6.82
648005989,6.81
968063578,6.82
900873297,6.81
911659766,6.81
555746327,6.80
2306422335,6.86
913088920,6.81
1387742107,6.83
2716465673,6.88
549760112,6.80
1845150217,6.85
2273827048,6.86
1966550122,6.85
1827702764,6.85
902817192,6.81
917566558,6.82
1344621527,6.83
3311587435,7.06
1538357657,6.84
3431157580,7.06
3149572447,7.05
2717560456,6.88
1341249251,6.83
1967982156,6.85
1974288129,6.85
547101415,6.80
550721116,6.80
558435090,6.80
2715554686,6.88
2140574023,6.86
548772510,6.80
902726466,6.81
547496470,6.80
3311647251,7.06
548722425,6.80
3011798667,7.02
3856371600,7.14
3285578141,7.06
2718526034,6.88
547522749,6.80
549735130,6.80
309722374,6.78
4678695743,7.21
3249162178,7.06
1025558188,6.82
2133627802,6.86
3285439916,7.06
555076796,6.80
648016277,6.81
3000020100,7.02
547334263,6.80
1848789429,6.85
2305092868,6.86
1326715726,6.83
3008909914,7.02
1025580725,6.82
3311817921,7.06
3856317902,7.14
2716283869,6.88
2718769964,6.88
2716708411,6.88
548747174,6.80
2135990319,6.86
1830853986,6.85
1032030800,6.82
1857204199,6.85
1341245691,6.83
903225901,6.81
379611842,6.78
545861533,6.80
971489114,6.82
543368530,6.80
1830164193,6.85
1321650897,6.83
2715277069,6.88
1960655747,6.85
1969469380,6.85
2302290458,6.86
548408676,6.80
3286019994,7.06
3286063533,7.06
964832115,6.82
3311743927,7.06
1172796888,6.83
3006134951,7.02
3020480289,7.02
3044042953,7.02
902213307,6.81
977251224,6.82
3007495523,7.02
543045699,6.80
903378066,6.81
716530141,6.81
2716078420,6.88
2440376648,6.88
2742259068,6.88
4689142150,7.21
2143098635,6.86
767413598,6.81
36043767,6.74
973101935,6.82
2718450754,6.88
3285944077,7.06
973237129,6.82
1966954619,6.85
556368295,6.80
3011921364,7.02
549707073,6.80
3008544193,7.02
1345023524,6.83
4127277376,7.19
903438221,6.81
2717992081,6.88
3002098550,7.02
50769463,6.75
52105451,6.76
904029863,6.81
3286168576,7.06
3431317949,7.06
1345882423,6.83
1345275599,6.83
839906845,6.81
4689156589,7.21
3431295315,7.06
1025751144,6.82
1025633790,6.82
1389097807,6.83
1967130053,6.85
302938060,6.78
303207377,6.78
905166134,6.81
4250136899,7.20
904173222,6.81
3311794444,7.06
912120874,6.81
1967172017,6.85
904308924,6.81
550101136,6.80
2140259424,6.86
555841026,6.80
903087523,6.81
1331223010,6.83
648313937,6.81
2142104465,6.86
3368158118,7.06
3286298341,7.06
1338388597,6.83
4627678985,7.21
904244364,6.81
1832406117,6.85
2715490848,6.88
2436802533,6.88
550603650,6.80
566978143,6.80
2717268342,6.88
630027362,6.80
904346437,6.81
545780321,6.80
4478454956,7.21
1345530304,6.83
303275661,6.78
64835897,6.76
2718111760,6.88
2725650073,6.88
563313998,6.80
2728148271,6.88
1341582216,6.83
1387384618,6.83
1388911784,6.83
648587425,6.81
2440049330,6.88
557501766,6.80
4619255726,7.21
1268955384,6.83
1341660603,6.83
1386019942,6.83
3311883675,7.06
2434818964,6.88
37590330,6.74
1970848730,6.85
648935566,6.81
2435752301,6.88
2140756554,6.86
550871834,6.80
2718210341,6.88
4689203917,7.21
3011636165,7.02
649036192,6.81
905706666,6.81
551212534,6.80
55377260,6.76
720946633,6.81
1345899880,6.83
3286394883,7.06
1966176012,6.85
3311883371,7.06
2435022259,6.88
547134989,6.80
903086379,6.81
2436368215,6.88
1842303191,6.85
3286498439,7.06
3005894500,7.02
2435689670,6.88
2437449279,6.88
3012171176,7.02
3431225316,7.06
2140852054,6.86
2300114935,6.86
3431360720,7.06
1339884304,6.83
678214809,6.81
3003332205,7.02
2718450395,6.88
555844933,6.80
1401727821,6.83
2716955834,6.88
3286708325,7.06
1338881956,6.83
905757303,6.81
4184670119,7.19
1346032070,6.83
1973426830,6.85
2717415283,6.88
558470714,6.80
3672201078,7.07
902817942,6.81
1284165227,6.83
1343569537,6.83
1175012178,6.83
1352527514,6.83
905337496,6.81
1832616628,6.85
1961113966,6.85
2435517124,6.88
1341584526,6.83
552619454,6.80
554202740,6.80
631481896,6.80
304728423,6.78
1966404720,6.85
1540809797,6.84
2133779907,6.86
3471178125,7.06
545964857,6.80
905783267,6.81
977768234,6.82
2717347882,6.88
717493526,6.81
2435804703,6.88
4618961899,7.21
1346489767,6.83
717221899,6.81
906193503,6.81
1966451645,6.85
906207978,6.81
1341522038,6.83
913370068,6.81
2437178945,6.88
3286774182,7.06
4250142835,7.20
2719269391,6.88
3249766325,7.06
1347314672,6.83
1829332194,6.85
3249779611,7.06
37107482,6.74
2717600898,6.88
3006862938,7.02
540147013,6.80
629117142,6.80
1338187992,6.83
1340329893,6.83
2145391339,6.86
2303937815,6.86
1026135961,6.82
1341632948,6.83
1966839041,6.85
1360146969,6.83
1361692473,6.83
904771214,6.81
909305301,6.81
548278984,6.80
909995407,6.81
177501212,6.77
549430954,6.80
562775414,6.80
902982876,6.81
3249764299,7.06
552679135,6.80
73089850,6.76
633859907,6.81
635613317,6.81
2303862171,6.86
1021728935,6.82
3009805008,7.02
559659532,6.80
176096774,6.77
3009627983,7.02
3672185917,7.07
547084175,6.80
304882799,6.78
1176190485,6.83
2718338979,6.88
2722010507,6.88
1850899795,6.85
1344954965,6.83
678272216,6.81
3007804158,7.02
3286854813,7.06
2304753092,6.86
552418258,6.80
3011833336,7.02
2142527819,6.86
1338029021,6.83
2436268267,6.88
904360826,6.81
1963496331,6.85
3286918764,7.06
909293053,6.81
1386596413,6.83
906318724,6.81
1056977048,6.82
3286981090,7.06
649634549,6.81
1176543337,6.83
904662090,6.81
304811179,6.78
1021658396,6.82
649625551,6.81
649560892,6.81
3795559077,7.11
3008633081,7.02
1415979060,6.83
1020147029,6.82
2717267408,6.88
4689238530,7.21
2720699362,6.88
3013346250,7.02
543083363,6.80
1965556465,6.85
2143068040,6.86
557482530,6.80
566619402,6.80
1242313709,6.83
2718294000,6.88
1337377384,6.83
559990346,6.80
907269527,6.81
3010442935,7.02
1369623246,6.83
1344952887,6.83
1176759479,6.83
559875050,6.80
901109944,6.81
407519912,6.79
920414649,6.82
1938794322,6.85
2718085961,6.88
552305712,6.80
1961529238,6.85
3287317277,7.06
2304847640,6.86
558724701,6.80
1347827480,6.83
3495751263,7.06
3010179177,7.02
902385922,6.81
3287448024,7.06
1341747930,6.83
1013308802,6.82
3287466425,7.06
559389426,6.80
561710943,6.80
577908082,6.80
3012264542,7.02
904328863,6.81
717740332,6.81
3249909565,7.06
3249889032,7.06
1966854274,6.85
2145345529,6.86
558496655,6.80
1946570644,6.85
905085475,6.81
1342704135,6.83
3462342141,7.06
305287170,6.78
1179250335,6.83
4695162604,7.21
4183437739,7.19
1345746623,6.83
3249851438,7.06
562216616,6.80
3287710432,7.06
2717653391,6.88
380214704,6.78
555499932,6.80
3249994219,7.06
3312557936,7.06
2437128789,6.88
49642138,6.75
1178605358,6.83
558649577,6.80
1964268761,6.85
1341003910,6.83
560692805,6.80
1422932764,6.83
903836537,6.81
767501696,6.81
3312456205,7.06
1844043545,6.85
2717502894,6.88
3287769517,7.06
1179090871,6.83
1178735846,6.83
2430186583,6.87
3250134558,7.06
3013391268,7.02
1334341378,6.83
904629963,6.81
1966786657,6.85
2304755006,6.86
905110337,6.81
3005491044,7.02
901737694,6.81
2718409982,6.88
3018434556,7.02
3022145100,7.02
47788357,6.75
558954258,6.80
4231479380,7.20
1831063023,6.85
3495810578,7.06
3014546954,7.02
905089778,6.81
1967089879,6.85
50674072,6.75
1324907123,6.83
3015705670,7.02
1286226546,6.83
966532209,6.82
2718135970,6.88
3011524122,7.02
306273383,6.78
903923256,6.81
649705384,6.81
2746245432,6.88
1832969188,6.85
3287868983,7.06
1840512721,6.85
1975558142,6.85
903416405,6.81
558542351,6.80
1964210652,6.85
1847411905,6.85
1822622343,6.85
1340805718,6.83
1832856231,6.85
570199410,6.80
906358346,6.81
2718138733,6.88
905319746,6.81
974052913,6.82
905173830,6.81
3012742423,7.02
3037043826,7.02
678478446,6.81
3250269020,7.06
2718467209,6.88
718615268,6.81
908246731,6.81
2435978664,6.88
1829791286,6.85
919050050,6.82
649890579,6.81
2305263916,6.86
1963272790,6.85
1977177258,6.85
907944913,6.81
306540632,6.78
559910933,6.80
3250436168,7.06
678666530,6.81
634153148,6.81
634880967,6.81
1827474160,6.85
904331513,6.81
908746775,6.81
649889425,6.81
907370369,6.81
3431399646,7.06
3250617042,7.06
3287799041,7.06
2437175005,6.88
2145347177,6.86
549445842,6.80
613927995,6.80
906416661,6.81
1341211740,6.83
1969146869,6.85
2717363456,6.88
1357141697,6.83
3288004077,7.06
2716469767,6.88
2722070534,6.88
2482857789,6.88
1345456904,6.83
1362185034,6.83
1964524740,6.85
3288182763,7.06
1026918870,6.82
2138638290,6.86
2718356794,6.88
3242430132,7.06
2436218910,6.88
1341533631,6.83
2304516454,6.86
1341096283,6.83
2436981034,6.88
1388808724,6.83
559312023,6.80
906770140,6.81
634422349,6.81
718783503,6.81
650261753,6.81
1340920346,6.83
381309457,6.78
2719226671,6.88
632836630,6.80
679191352,6.81
4127248183,7.19
558503538,6.80
1305556895,6.83
650728662,6.81
